name,city,state,country,address,website,lat,lon,place_id,google_maps_url,google_name
The Wildemount,Aiken,SC,USA,"200 Park Ave SW, Aiken, SC 29801, USA",https://thewildemountrestaurant.com/,33.5594615,-81.721718,ChIJIxKBlhRN-IgRxUvsnAat2FE,https://maps.google.com/?cid=5897653955955805125&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,The Wildemount
RSVP New York,Airmont Ny,NY,USA,"221 NY-59, Airmont, NY 10901, USA",http://rsvpny.com/,41.1114679,-74.1130535,ChIJw7pb7yLnwokRF62MVfLcYeg,https://maps.google.com/?cid=16744907822915693847&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,RSVP New York
Cilantro Thai & Sushi Restaurant,Akron,OH,USA,"326 S Main St #1204, Akron, OH 44308, USA",http://www.cilantrothai.com/,41.0770778,-81.5220127,ChIJ9_AvzyXWMIgRN9Nf-r8BKeI,https://maps.google.com/?cid=16296558650667815735&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Cilantro Thai & Sushi Restaurant
Ken Stewart's Grille,Akron,OH,USA,"1970 W Market St, Akron, OH 44313, USA",https://www.kenstewartsgrille.com/,41.1133044,-81.5786112,ChIJezjXKmvXMIgRqRc7vnhB9AU,https://maps.google.com/?cid=429039851350464425&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Ken Stewart's Grille
Pasta Pelican Inc.,Alameda,CA,USA,"2455 Mariner Square Dr, Alameda, CA 94501, USA",https://www.pastapelican.com/,37.7915238,-122.2774623,ChIJz0oj-8WAj4AR-Nw-wbd02hQ,https://maps.google.com/?cid=1502641758251441400&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Pasta Pelican Restaurant
Saltbreaker,Alameda,CA,USA,"2350 Saratoga St k11, Alameda, CA 94501, USA",https://www.saltbreakeralameda.com/,37.7840011,-122.3019458,ChIJNUKzKcuBj4AR0u8eHvZOtBQ,https://maps.google.com/?cid=1491904195540742098&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Saltbreaker
Yonsei Handrolls - Albany,Albany Ca,CA,USA,"905 CA-123, Albany, CA 94706, USA",https://www.yonseihandrolls.com/,37.8900092,-122.2986899,ChIJ-0_eLwB5hYAR4auTiQDpd_A,https://maps.google.com/?cid=17327574279848700897&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Yonsei Handrolls - Albany
Fin and Feathers Albany,Albany,GA,USA,"2800 Old Dawson Rd, Albany, GA 31707, USA",http://finandfeathersrestaurants.com/,31.6122373,-84.2171756,ChIJIw-bBSl98ogRq-3joIwAl5Y,https://maps.google.com/?cid=10851142431167212971&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Fin & Feathers Restaurants
Chez Mike,Albany,NY,USA,"596 Columbia Turnpike, East Greenbush, NY 12061, USA",https://www.chezmikerestaurant.com/,42.5974389,-73.7114565,ChIJzbq7HF3i3YkRmlN-cBpvpmI,https://maps.google.com/?cid=7108491221198066586&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Chez Mike
Dinosaur Bar-B-Que Troy,Albany,NY,USA,"377 River St, Troy, NY 12180, USA",https://dinosaurbarbque.com/locations/troy,42.7345623,-73.6892422,ChIJm0I2GKYP3okRmnb0byFKApY,https://maps.google.com/?cid=10809283563115280026&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Dinosaur Bar-B-Que
Hattie's Culinary Lab,Albany,NY,USA,"121 Madison Ave, Albany, NY 12202, USA",https://theculinarylab.org/,42.646043,-73.7551927,ChIJUU6KcwAL3okRAiP4qzRe_Qg,https://maps.google.com/?cid=647777501727695618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Hattie's Culinary Lab Powered By the SEAT Center
Itameshi,Albany,NY,USA,"745 Broadway, Albany, NY 12207, USA",https://itameshialbany.com/,42.6561982,-73.7484252,ChIJi8aGfcAL3okRjBSoyLVVYPo,https://maps.google.com/?cid=18041514346490107020&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Itameshi
Korner Bar & Grille,Albany,NY,USA,"1770 Central Ave, Colonie, NY 12205, USA",https://kornerbargrille.com/,42.7278844,-73.8458594,ChIJ_eBtcRdz3okRyNOl9nMMwjA,https://maps.google.com/?cid=3513384351501243336&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Korner Bar & Grille
MOSU,Albany,NY,USA,"111 Wolf Rd Suite 1, Albany, NY 12205, USA",http://www.eatmosu.com/,42.7168642,-73.8082799,ChIJbwX4mnUN3okRl_RO0otpKuw,https://maps.google.com/?cid=17017530191222600855&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,MOSU
Nicoles Restaurant,Albany,NY,USA,"556 Delaware Ave, Albany, NY 12209, USA",https://www.nicolesofalbany.com/,42.6382196,-73.7889905,ChIJqSfUgXwK3okRxRSucuzqDs4,https://maps.google.com/?cid=14848063322744296645&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nicole's Restaurant
The Den,Albany,NY,USA,"544 Delaware Ave, Albany, NY 12209, USA",https://www.thedenalbany.com/,42.6383126,-73.7886823,ChIJTbl-xEgL3okR4LI--7uADU0,https://maps.google.com/?cid=5552235460480119520&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,The Den
The Loft @205,Albany,NY,USA,"205 Lark St 2nd floor, Albany, NY 12210, USA",http://www.theloftonlark.com/,42.6560627,-73.7643106,ChIJBfWYgBsL3okRmi89y5MoxZI,https://maps.google.com/?cid=10575903915184566170&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,The Loft @205
The Ledford House,Albion,CA,USA,"3000 CA-1, Albion, CA 95410, USA",http://www.ledfordhouse.com/,39.2194291,-123.7706798,ChIJybO122GrgYARmgyEC7-UdKM,https://maps.google.com/?cid=11778202473733557402&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Ledford House
3128 Social House,Albuquerque,NM,USA,"3128 Central Ave SE, Albuquerque, NM 87106, USA",https://linktr.ee/3128socialhouse,35.0803375,-106.6096789,ChIJA4Nw8uALIocR7vvoR4Gnt8s,https://maps.google.com/?cid=14679385684136492014&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3128 Social House
Daydream,Albuquerque,NM,USA,"3123 Central Ave NE D Downstairs, Albuquerque, NM 87106, USA",http://www.daydreamrumbar.com/,35.0809809,-106.6098294,ChIJ77pdHVELIocRTM7lCCTs1YE,https://maps.google.com/?cid=9355643440444329548&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Daydream Rum Bar
Ex Novo,Albuquerque,NM,USA,"701 Central Ave NW, Albuquerque, NM 87102, USA",https://www.exnovobrew.com/,35.0854544,-106.6552406,ChIJOws0BloNIocRDNT-dddQQ9k,https://maps.google.com/?cid=15655445615997801484&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Ex Novo Brewing Company
Farm & Table,Albuquerque,NM,USA,"8917 4th St NW, Albuquerque, NM 87114, USA",http://www.farmandtablenm.com/,35.1834227,-106.6237587,ChIJb8h4pAZ0IocRrtKMLEVw2c0,https://maps.google.com/?cid=14833010290123920046&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Farm & Table
Piatanzi,Albuquerque,NM,USA,"1403 Girard Blvd NE, Albuquerque, NM 87106, USA",http://www.piatanzi.com/,35.0984917,-106.6132793,ChIJWVnr7k4LIocRhJu9Gs6ezdA,https://maps.google.com/?cid=15045856538163780484&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Piatanzi
The Artichoke Cafe,Albuquerque,NM,USA,"424 Central Ave SE, Albuquerque, NM 87102, USA",https://www.artichokecafe.com/,35.0832124,-106.6424505,ChIJozuc4LwMIocR86lRyrIg4bU,https://maps.google.com/?cid=13105792342895471091&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,The Artichoke Cafe
The Copper Lounge/Los Conejos,Albuquerque,NM,USA,"1504 Central Ave SE, Albuquerque, NM 87106, USA",https://www.copperloungeabq.com/conejos-home,35.0815569,-106.6299951,ChIJ9SpjsbsNIocRPUhXCrCP_Fw,https://maps.google.com/?cid=6700388331870963773&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Los Conejos
The County Line Albuquerque,Albuquerque,NM,USA,"9600 Tramway Blvd NE, Albuquerque, NM 87122, USA",http://www.countyline.com/,35.1899315,-106.4954984,ChIJFbPEwmaeGIcRAqzq2hcQmxU,https://maps.google.com/?cid=1556855790829743106&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,County Line Barbeque of Albuquerque
Alice Cocktail Bar,Alexandria,VA,USA,"724 King St, Alexandria, VA 22314, USA",,38.8050686,-77.0478881,ChIJuaV849ext4kR6Vpfkvfqheg,https://maps.google.com/?cid=16755056337735342825&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Alice Comfort Cocktail
Captain Gregory's,Alexandria,VA,USA,"804 N Henry St, Alexandria, VA 22314, USA",http://www.captaingregorys.com/,38.8138712,-77.0497449,ChIJMxVlaPuwt4kRt6Dhl_6vxk4,https://maps.google.com/?cid=5676417888351789239&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Captain Gregory's
Chadwicks,Alexandria,VA,USA,"203 Strand St, Alexandria, VA 22314, USA",https://www.chadwicksoldtown.com/,38.802791,-77.0400341,ChIJRVUjmfmxt4kRN0k5XMzqg8Y,https://maps.google.com/?cid=14304535004900313399&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Chadwicks
City Kitchen,Alexandria,VA,USA,"330 S Pickett St, Alexandria, VA 22304, USA",https://www.fatcitykitchen.com/,38.8079537,-77.1236988,ChIJi_qCdjayt4kR2rB4kp47hOA,https://maps.google.com/?cid=16178121313669918938&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,City Kitchen
Continues Arcade,Alexandria,VA,USA,"1050 N Fayette St, Alexandria, VA 22314, USA",https://www.continuesarcade.com/,38.8166949,-77.0502909,ChIJeRkRJgCxt4kRmindq8ZHgL4,https://maps.google.com/?cid=13727050582837766554&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Continues Arcade
Don Taco,Alexandria,VA,USA,"808 King St, Alexandria, VA 22314, USA",https://dontacova.com/,38.805096,-77.048502,ChIJi_kpg_iwt4kR7uFaLEIbStk,https://maps.google.com/?cid=15657357025532895726&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Don Taco
Epicure on King,Alexandria,VA,USA,"703 King St, Alexandria, VA 22314, USA",https://www.epicureonking.com/,38.8053084,-77.047204,ChIJu5NOq1ewt4kRLQZszThl4mU,https://maps.google.com/?cid=7341541637206312493&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Epicure on King
Hank's Oyster Bar - Alexandria,Alexandria,VA,USA,"818 N St Asaph St, Alexandria, VA 22314, USA",https://hanksoysterbar.com/old-town,38.813862,-77.0440308,ChIJfQrUVv-wt4kRVZJpJQaRG5Y,https://maps.google.com/?cid=10816398385643885141&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Hank's Oyster Bar, Old Town"
Hummingbird Bar + Kitchen,Alexandria,VA,USA,"220 S Union St, Alexandria, VA 22314, USA",https://www.hummingbirdva.net/,38.8022524,-77.040516,ChIJ7_1ww1iwt4kRX6IYfCAyEiI,https://maps.google.com/?cid=2455079861972673119&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Hummingbird Bar and Kitchen
Linjee Thai,Alexandria,VA,USA,"6244-K Little River Turnpike, Alexandria, VA 22312, USA",https://linjeethai.com/?utm_source=google,38.8188251,-77.1423146,ChIJvYqsiWCzt4kR0tFrp4TPTnU,https://maps.google.com/?cid=8452921719272493522&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Linjee Thai
Mama Chang,Alexandria,VA,USA,"3251 Blenheim Blvd ste101, Fairfax, VA 22030, USA",https://www.mamachangva.com/,38.8621355,-77.2763412,ChIJoZMdk9xNtokRIOqcoGu-xGA,https://maps.google.com/?cid=6972907492541786656&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mama Chang
Nasime,Alexandria,VA,USA,"1209 King St, Alexandria, VA 22314, USA",http://nasimerestaurant.com/,38.8059348,-77.0528647,ChIJU0q0ev-wt4kRACSJ1HaxyAc,https://maps.google.com/?cid=560893277537641472&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nasime Japanese Restaurant
Ramparts Tavern,Alexandria,VA,USA,"1700 Fern St, Alexandria, VA 22302, USA",http://www.rampartstavern.com/,38.829414,-77.0848219,ChIJuRFdB2qxt4kRRbnGopHwhTI,https://maps.google.com/?cid=3640580382090770757&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Ramparts Tavern & Grill
Revel,Alexandria,VA,USA,"1600 Belle View Blvd, Alexandria, VA 22307, USA",https://www.revelava.com/,38.7761187,-77.0597265,ChIJubW3CGext4kRZMYfcse0ses,https://maps.google.com/?cid=16983554438497027684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Revel Restaurant
River Bend Bistro,Alexandria,VA,USA,"7966 Fort Hunt Rd, Alexandria, VA 22308, USA",http://riverbendbistro.com/,38.7411173,-77.0562215,ChIJ_9h41rSvt4kRzur4VqAzk_U,https://maps.google.com/?cid=17695544124615748302&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,River Bend Bistro & Wine Bar
T.J. Stone's,Alexandria,VA,USA,"608 Montgomery St, Alexandria, VA 22314, USA",http://www.tjstones.com/,38.8139364,-77.0443493,ChIJa-aMD_Cwt4kR8IyBzZXRSkA,https://maps.google.com/?cid=4632745608032128240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,T.J. Stone's
Thompson Italian - Alexandria,Alexandria,VA,USA,"1024 King St, Alexandria, VA 22314, USA",http://thompsonitalian.com/,38.805372,-77.051188,ChIJr7xeWKqxt4kRMhQ9QB2qOJQ,https://maps.google.com/?cid=10680473558917649458&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Thompson Italian
Union Street Public House,Alexandria,VA,USA,"121 S Union St, Alexandria, VA 22314, USA",https://www.unionstreetpublichouse.com/,38.803471,-77.0405539,ChIJgciMoliwt4kRYPamn0WErbQ,https://maps.google.com/?cid=13019207532364101216&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Union Street Public House
Vaso's Mediterranean Bistro,Alexandria,VA,USA,"1118 King St, Alexandria, VA 22314, USA",http://vasosonking.com/,38.8056455,-77.0521738,ChIJmamTYP-wt4kR81jOT_gXMl4,https://maps.google.com/?cid=6787513943659010291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vaso's Mediterranean Bistro
Bread Winners Cafe & Bakery - Allen,Allen,TX,USA,"916 Garden Park Dr, Allen, TX 75013, USA",https://breadwinnerscafe.com/,33.0882497,-96.6841936,ChIJGUR2dQAXTIYRS1nu1Fpn5C4,https://maps.google.com/?cid=3378939260251822411&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Bread Winners Cafe & Bakery
Peppino's Pizzeria & Sports Grille,Allendale Mi,MI,USA,"5065 Lake Michigan Dr, Allendale, MI 49401, USA",http://www.peppinospizza.com/,42.9728725,-85.9110584,ChIJ2X3gI5OiGYgRy3p0-AP5Tsw,https://maps.google.com/?cid=14721978027369331403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Peppino's Pizzeria & Sports Grille
Allendale Social,Allendale,NJ,USA,"9 Franklin Turnpike, Allendale, NJ 07401, USA",https://allendalesocial.com/,41.0205465,-74.123239,ChIJ9ZIhsFnlwokRKRE1A0W_yFw,https://maps.google.com/?cid=6685803949958959401&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Allendale Social
Allendale Steak House,Allendale,NJ,USA,"90 W Allendale Ave, Allendale, NJ 07401, USA",http://allendalesteakhouse.com/,41.0307868,-74.1291087,ChIJ-wzHaIvjwokRweB5JUTlquM,https://maps.google.com/?cid=16405176673499734209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Allendale Steakhouse
Morning Bloom,Allendale,NJ,USA,"95 W Allendale Ave, Allendale, NJ 07401, USA",https://morning-bloom.com/,41.0304653,-74.1292577,ChIJr4-aaE3jwokRFMIrTqDhWsk,https://maps.google.com/?cid=14509157228149981716&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Morning Bloom Breakfast and Lunch
Uno Mas,Allendale,NJ,USA,"99 W Allendale Ave, Allendale, NJ 07401, USA",https://www.unomasallendale.com/,41.0304817,-74.1293867,ChIJL9eJEMPjwokRX016Myc79Vw,https://maps.google.com/?cid=6698325060336897375&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Uno Mas
The Reef Club,Allenhurst Nj,NJ,USA,"1A Allen Ave, Allenhurst, NJ 07711, USA",https://www.thereefclub.com/,40.234716,-73.9961617,ChIJk1V9MpInwokR2wZK6kc0aJo,https://maps.google.com/?cid=11126200362896852699&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,The Reef Club Of Allenhurst
Árdana Food & Drink Warrington,Allentown,PA,USA,"233 Hamilton St, Allentown, PA 18101, USA",http://sarandongalatinbistropa.com/,40.6056975,-75.4616315,ChIJiVv9prE5xIkRK2E75bxnMgY,https://maps.google.com/?cid=446533374060486955&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Sarandonga
Bolete,Allentown,PA,USA,"1740 Seidersville Rd, Bethlehem, PA 18015, USA",http://www.boleterestaurant.com/,40.5946965,-75.4118034,ChIJhabH26E-xIkRLS3iPC8kq7o,https://maps.google.com/?cid=13450884497375636781&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Bolete
Boulder View Tavern,Allentown,PA,USA,"123 Lake Harmony Rd, Lake Harmony, PA 18624, USA",https://www.boulderviewtavern.com/,41.0516616,-75.5848264,ChIJv8vNoxf5xIkRVdMogLg4U4c,https://maps.google.com/?cid=9751199983262552917&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Boulder View Tavern
KC Prime Restaurant Steakhouse - Warrington,Allentown,PA,USA,"1580 Easton Rd, Warrington, PA 18976, USA",http://kcprimewarrington.com/,40.2640753,-75.1315046,ChIJS5-VEb-oxokRTdAJYhh_INk,https://maps.google.com/?cid=15645644848185856077&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,KC Prime
Little Orchids Kitchen & Bar,Allentown,PA,USA,"640 N West End Blvd, Quakertown, PA 18951, USA",https://littleorchidsknb.com/,40.4605037,-75.3720284,ChIJt655aO8jxIkRFPopS081nRw,https://maps.google.com/?cid=2061862819085285908&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Little Orchids Kitchen and Bar
Notch Modern Kitchen & Bar,Allentown,PA,USA,"5036 Hamilton Blvd, Allentown, PA 18106, USA",http://www.notchmknb.com/,40.5653035,-75.5554345,ChIJSeEjol4wxIkRMw5TTXPG8Ek,https://maps.google.com/?cid=5327976557700124211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Notch Modern Kitchen & Bar
Pennsylvania Rye Company,Allentown,PA,USA,"536 Hamilton St, Allentown, PA 18101, USA",http://www.paryeco.com/,40.6026682,-75.4691195,ChIJzbUPIYY5xIkRgwOOPbtAXZA,https://maps.google.com/?cid=10402541887231492995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Pennsylvania Rye Company
Simpatico,Allentown,PA,USA,"27 N 7th St, Allentown, PA 18101, USA",http://www.simpaticopasta.com/,40.6030992,-75.4718427,ChIJvQAySc45xIkRfY5-3HLlGd0,https://maps.google.com/?cid=15932017438288154237&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Simpatico
